"Id","Type","KOfam","COG_CATEGORY"
"MG_K02115","KO_coverage","F-type H+-transporting ATPase subunit gamma","Energy production and conversion"
"MG_K02120","KO_coverage","V/A-type H+/Na+-transporting ATPase subunit D","Energy production and conversion"
"MG_K02342","KO_coverage","DNA polymerase III subunit epsilon [EC:2.7.7.7]","Replication, recombination and repair"
"MG_K02904","KO_coverage","large subunit ribosomal protein L29","Translation, ribosomal structure and biogenesis"
"MG_K03048","KO_coverage","DNA-directed RNA polymerase subunit delta","Transcription"
"MG_K03106","KO_coverage","signal recognition particle subunit SRP54 [EC:3.6.5.4]","Intracellular trafficking, secretion, and vesicular transport"
"MG_K03151","KO_coverage","tRNA uracil 4-sulfurtransferase [EC:2.8.1.4]","Coenzyme transport and metabolism"
"MG_K03346","KO_coverage","replication initiation and membrane attachment protein","Replication, recombination and repair"
"MG_K03595","KO_coverage","GTPase","Translation, ribosomal structure and biogenesis"
"MG_K03625","KO_coverage","transcription antitermination protein NusB","Transcription"
"MG_K03648","KO_coverage","uracil-DNA glycosylase [EC:3.2.2.27]","Replication, recombination and repair"
"MG_K03705","KO_coverage","heat-inducible transcriptional repressor","Transcription"
"MG_K03784","KO_coverage","purine-nucleoside phosphorylase [EC:2.4.2.1]","Nucleotide transport and metabolism"
"MG_K03789","KO_coverage","[ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]","Translation, ribosomal structure and biogenesis"
"MG_K03978","KO_coverage","GTP-binding protein","Cell cycle control, cell division, chromosome partitioning"
"MG_K05337","KO_coverage","ferredoxin",NA
"MG_K05985","KO_coverage","ribonuclease M5 [EC:3.1.26.8]","Translation, ribosomal structure and biogenesis"
"MG_K06023","KO_coverage","HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-]","Signal transduction mechanisms"
"MG_K06131","KO_coverage","cardiolipin synthase A/B [EC:2.7.8.-]","Lipid transport and metabolism"
"MG_K06885","KO_coverage","uncharacterized protein","General function prediction only"
"MG_K07095","KO_coverage","uncharacterized protein","General function prediction only"
"MG_K07586","KO_coverage","uncharacterized protein","Function unknown"
"MG_K09762","KO_coverage","cell division protein WhiA","Transcription"
"MG_K09787","KO_coverage","uncharacterized protein","Transcription"
"MG_K09976","KO_coverage","uncharacterized protein","Function unknown"
"MG_K10563","KO_coverage","formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]","Replication, recombination and repair"
"MG_K10823","KO_coverage","oligopeptide transport system ATP-binding protein","Amino acid transport and metabolism"
"MG_K14761","KO_coverage","ribosome-associated protein","Translation, ribosomal structure and biogenesis"
"MG_K16787","KO_coverage","energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-]","Inorganic ion transport and metabolism"
"MG_K20074","KO_coverage","PPM family protein phosphatase [EC:3.1.3.16]","Signal transduction mechanisms"
"MG_K23536","KO_coverage","general nucleoside transport system permease protein","Nucleotide transport and metabolism"
"MG_K23675","KO_coverage","riboflavin transporter","Coenzyme transport and metabolism"
"MT_K21064","KO_Expression","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]","Coenzyme transport and metabolism"
"MT_K02948","KO_Expression","small subunit ribosomal protein S11","Translation, ribosomal structure and biogenesis"
"MT_K01056","KO_Expression","peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]","Translation, ribosomal structure and biogenesis"
"MG_K01633","KO_coverage","7,8-dihydroneopterin aldolase/epimerase/oxygenase [EC:4.1.2.25 5.1.99.8 1.13.11.81]","Coenzyme transport and metabolism"
"MT_K02897","KO_Expression","large subunit ribosomal protein L25","Translation, ribosomal structure and biogenesis"
"MT_K02030","KO_Expression","polar amino acid transport system substrate-binding protein","Amino acid transport and metabolism"
"MT_K03634","KO_Expression","outer membrane lipoprotein carrier protein","Cell wall/membrane/envelope biogenesis"
"MT_K01023","KO_Expression","arylsulfate sulfotransferase [EC:2.8.2.22]","Posttranslational modification, protein turnover, chaperones"
"MT_K01711","KO_Expression","GDPmannose 4,6-dehydratase [EC:4.2.1.47]","Cell wall/membrane/envelope biogenesis"
"MT_K06866","KO_Expression","autonomous glycyl radical cofactor","Coenzyme transport and metabolism"
"MT_K03286","KO_Expression","OmpA-OmpF porin, OOP family","Cell wall/membrane/envelope biogenesis"
"MT_K06973","KO_Expression","uncharacterized protein","Posttranslational modification, protein turnover, chaperones"
"MT_K01258","KO_Expression","tripeptide aminopeptidase [EC:3.4.11.4]","Amino acid transport and metabolism"
"MT_K02434","KO_Expression","aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]","Translation, ribosomal structure and biogenesis"
"MG_K00691","KO_coverage","maltose phosphorylase [EC:2.4.1.8]","Carbohydrate transport and metabolism"
"MG_K02916","KO_coverage","large subunit ribosomal protein L35","Translation, ribosomal structure and biogenesis"
"MT_K03474","KO_Expression","pyridoxine 5-phosphate synthase [EC:2.6.99.2]","Coenzyme transport and metabolism"
"MG_K00099","KO_coverage","1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]","Lipid transport and metabolism"
"MG_K00600","KO_coverage","glycine hydroxymethyltransferase [EC:2.1.2.1]","Amino acid transport and metabolism"
"MG_K01624","KO_coverage","fructose-bisphosphate aldolase, class II [EC:4.1.2.13]","Carbohydrate transport and metabolism"
"MG_K02036","KO_coverage","phosphate transport system ATP-binding protein [EC:7.3.2.1]","Inorganic ion transport and metabolism"
"MG_K02109","KO_coverage","F-type H+-transporting ATPase subunit b","Energy production and conversion"
"MG_K02952","KO_coverage","small subunit ribosomal protein S13","Translation, ribosomal structure and biogenesis"
"MG_K02970","KO_coverage","small subunit ribosomal protein S21","Translation, ribosomal structure and biogenesis"
"MG_K00615","KO_coverage","transketolase [EC:2.2.1.1]","Carbohydrate transport and metabolism"
"MG_K01876","KO_coverage","aspartyl-tRNA synthetase [EC:6.1.1.12]","Translation, ribosomal structure and biogenesis"
"MG_K02113","KO_coverage","F-type H+-transporting ATPase subunit delta","Energy production and conversion"
"MG_K02876","KO_coverage","large subunit ribosomal protein L15","Translation, ribosomal structure and biogenesis"
"MG_K03168","KO_coverage","DNA topoisomerase I [EC:5.6.2.1]","Replication, recombination and repair"
"MG_K03495","KO_coverage","tRNA uridine 5-carboxymethylaminomethyl modification enzyme","Translation, ribosomal structure and biogenesis"
"MG_K03498","KO_coverage","trk/ktr system potassium uptake protein","Inorganic ion transport and metabolism"
"MG_K07478","KO_coverage","putative ATPase","Replication, recombination and repair"
"MT_K00874","KO_Expression","2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]","Carbohydrate transport and metabolism"
"MG_K00872","KO_coverage","homoserine kinase [EC:2.7.1.39]","Amino acid transport and metabolism"
"MG_K03778","KO_coverage","D-lactate dehydrogenase [EC:1.1.1.28]","Energy production and conversion"
"MG_K07035","KO_coverage","uncharacterized protein","Signal transduction mechanisms"
"MT_K01809","KO_Expression","mannose-6-phosphate isomerase [EC:5.3.1.8]","Carbohydrate transport and metabolism"
"MT_K01625","KO_Expression","2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]","Carbohydrate transport and metabolism"
"MT_K02409","KO_Expression","flagellar M-ring protein FliF","Cell motility"
"MT_K03303","KO_Expression","lactate permease","Energy production and conversion"
"MT_K02396","KO_Expression","flagellar hook-associated protein 1","Cell motility"
"MT_K23351","KO_Expression","glutaconyl-CoA/methylmalonyl-CoA decarboxylase subunit gamma","Lipid transport and metabolism"
"MG_K00540","KO_coverage","F420H(2)-dependent quinone reductase [EC:1.1.98.-]","Transcription"
"MG_K02859","KO_coverage","riboflavin biosynthesis RibT protein",NA
"MG_K03777","KO_coverage","D-lactate dehydrogenase (quinone) [EC:1.1.5.12]","Energy production and conversion"
"MG_K15051","KO_coverage","DNA-entry nuclease","Cell wall/membrane/envelope biogenesis"
"MG_K22212","KO_coverage","malolactic enzyme [EC:4.1.1.101]","Energy production and conversion"
"MT_K02959","KO_Expression","small subunit ribosomal protein S16","Translation, ribosomal structure and biogenesis"
"MT_K06861","KO_Expression","lipopolysaccharide export system ATP-binding protein [EC:7.5.2.5]","Cell wall/membrane/envelope biogenesis"
"MT_K09747","KO_Expression","nucleoid-associated protein EbfC","Transcription"
"MT_K04564","KO_Expression","superoxide dismutase, Fe-Mn family [EC:1.15.1.1]","Inorganic ion transport and metabolism"
"MT_K07304","KO_Expression","peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]","Posttranslational modification, protein turnover, chaperones"
"MT_K03100","KO_Expression","signal peptidase I [EC:3.4.21.89]","Intracellular trafficking, secretion, and vesicular transport"
"MT_K20509","KO_Expression","carboxybiotin decarboxylase [EC:7.2.4.1]","Energy production and conversion"
"MT_K01000","KO_Expression","phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]","Cell wall/membrane/envelope biogenesis"
"MT_K00648","KO_Expression","3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]","Lipid transport and metabolism"
"MT_K07277","KO_Expression","outer membrane protein insertion porin family","Cell wall/membrane/envelope biogenesis"
"MT_K02122","KO_Expression","V/A-type H+/Na+-transporting ATPase subunit F","Energy production and conversion"
"MT_K02770","KO_Expression","fructose PTS system EIIBC or EIIC component [EC:2.7.1.202]","Carbohydrate transport and metabolism"
"MG_K01679","KO_coverage","fumarate hydratase, class II [EC:4.2.1.2]","Energy production and conversion"
"MG_K02086","KO_coverage","DNA replication protein","Replication, recombination and repair"
"MG_K15738","KO_coverage","ABC transport system ATP-binding/permease protein","General function prediction only"
"MG_K02042","KO_coverage","phosphonate transport system permease protein","Inorganic ion transport and metabolism"
"MG_K06889","KO_coverage","uncharacterized protein","Signal transduction mechanisms"
"MG_K11904","KO_coverage","type VI secretion system secreted protein VgrG","Intracellular trafficking, secretion, and vesicular transport"
"MGYG000299578","MAG",NA,NA
"MG_K03492","KO_coverage","GntR family transcriptional regulator, regulator of glucomannan utilization","Transcription"
"MG_K06950","KO_coverage","uncharacterized protein","Translation, ribosomal structure and biogenesis"
"MG_K01174","KO_coverage","micrococcal nuclease [EC:3.1.31.1]",NA
"MG_K08640","KO_coverage","zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]","Function unknown"
"MG_K00033","KO_coverage","6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]","Carbohydrate transport and metabolism"
"MG_K00986","KO_coverage","RNA-directed DNA polymerase [EC:2.7.7.49]","Mobilome: prophages, transposons"
"MT_K09022","KO_Expression","2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]","Defense mechanisms"
"MT_K02343","KO_Expression","DNA polymerase III subunit gamma/tau [EC:2.7.7.7]","Replication, recombination and repair"
"MT_K02410","KO_Expression","flagellar motor switch protein FliG","Cell motility"
"MT_K03409","KO_Expression","chemotaxis protein CheX","Cell motility"
"MT_K03523","KO_Expression","biotin transport system substrate-specific component","Coenzyme transport and metabolism"
"MT_K02123","KO_Expression","V/A-type H+/Na+-transporting ATPase subunit I","Energy production and conversion"
"MT_K18707","KO_Expression","threonylcarbamoyladenosine tRNA methylthiotransferase MtaB [EC:2.8.4.5]","Translation, ribosomal structure and biogenesis"
"MG_K07487","KO_coverage","transposase","Mobilome: prophages, transposons"
"MG_K08987","KO_coverage","putative membrane protein","Function unknown"
"MG_K11145","KO_coverage","mini-ribonuclease III [EC:3.1.26.-]","Translation, ribosomal structure and biogenesis"
"MG_K10112","KO_coverage","multiple sugar transport system ATP-binding protein [EC:7.5.2.-]","Carbohydrate transport and metabolism"
"MG_K22522","KO_coverage","cytokinin riboside 5'-monophosphate phosphoribohydrolase [EC:3.2.2.-]","Nucleotide transport and metabolism"
"MT_K09888","KO_Expression","cell division protein ZapA","Cell cycle control, cell division, chromosome partitioning"
"MT_K03719","KO_Expression","Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein","Transcription"
"MG_K01421","KO_coverage","putative membrane protein","Function unknown"
"MT_K08640","KO_Expression","zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]","Function unknown"
"MT_K06956","KO_Expression","uncharacterized protein","Amino acid transport and metabolism"
"MG_K02810","KO_coverage","sucrose PTS system EIIBCA or EIIBC component [EC:2.7.1.211]","Carbohydrate transport and metabolism"
"MG_K03299","KO_coverage","gluconate:H+ symporter, GntP family","Carbohydrate transport and metabolism"
"MG_K07729","KO_coverage","putative transcriptional regulator","Transcription"
"MG_K03713","KO_coverage","MerR family transcriptional regulator, glutamine synthetase repressor","Transcription"
"MG_K09015","KO_coverage","Fe-S cluster assembly protein SufD","Posttranslational modification, protein turnover, chaperones"
"MG_K07404","KO_coverage","6-phosphogluconolactonase [EC:3.1.1.31]","Carbohydrate transport and metabolism"
"MG_K13953","KO_coverage","alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]","Carbohydrate transport and metabolism"
"MG_K22580","KO_coverage","teichoic acid D-alanine hydrolase [EC:3.1.1.103]","Defense mechanisms"
"MG_K00867","KO_coverage","type I pantothenate kinase [EC:2.7.1.33]","Coenzyme transport and metabolism"
"MG_K01182","KO_coverage","oligo-1,6-glucosidase [EC:3.2.1.10]","Carbohydrate transport and metabolism"
"MG_K02956","KO_coverage","small subunit ribosomal protein S15","Translation, ribosomal structure and biogenesis"
"MT_K02028","KO_Expression","polar amino acid transport system ATP-binding protein [EC:7.4.2.1]","Amino acid transport and metabolism"
"MG_K07165","KO_coverage","transmembrane sensor","Inorganic ion transport and metabolism"
"MG_K02078","KO_coverage","acyl carrier protein","Lipid transport and metabolism"
"MT_K01759","KO_Expression","lactoylglutathione lyase [EC:4.4.1.5]","Secondary metabolites biosynthesis, transport and catabolism"
"MG_K06123","KO_coverage","1-acylglycerone phosphate reductase [EC:1.1.1.101]","General function prediction only"
"MG_K14983","KO_coverage","two-component system, OmpR family, response regulator CiaR","Signal transduction mechanisms"
"MG_K07078","KO_coverage","uncharacterized protein","General function prediction only"
"MG_K00869","KO_coverage","mevalonate kinase [EC:2.7.1.36]","Lipid transport and metabolism"
"MT_K03593","KO_Expression","ATP-binding protein involved in chromosome partitioning","Cell cycle control, cell division, chromosome partitioning"
"MT_K02911","KO_Expression","large subunit ribosomal protein L32","Translation, ribosomal structure and biogenesis"
"MG_K23775","KO_coverage","MarR family transcriptional regulator, organic hydroperoxide resistance regulator","Transcription"
"MG_K07493","KO_coverage","putative transposase","Mobilome: prophages, transposons"
"MG_K16923","KO_coverage","energy-coupling factor transport system substrate-specific component",NA
"MT_K07260","KO_Expression","zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]","Cell wall/membrane/envelope biogenesis"
"MT_K02338","KO_Expression","DNA polymerase III subunit beta [EC:2.7.7.7]","Replication, recombination and repair"
"MG_K19002","KO_coverage","1,2-diacylglycerol 3-alpha-glucosyltransferase [EC:2.4.1.337]","Cell wall/membrane/envelope biogenesis"
"MG_K07979","KO_coverage","GntR family transcriptional regulator","Transcription"
"MT_K06223","KO_Expression","DNA adenine methylase [EC:2.1.1.72]","Replication, recombination and repair"
"MG_K07498","KO_coverage","putative transposase","Mobilome: prophages, transposons"
"MG_K03324","KO_coverage","phosphate:Na+ symporter","Inorganic ion transport and metabolism"
"MG_K07451","KO_coverage","5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]","Defense mechanisms"
"MT_K00891","KO_Expression","shikimate kinase [EC:2.7.1.71]","Amino acid transport and metabolism"
"MG_K03455","KO_coverage","monovalent cation:H+ antiporter-2, CPA2 family","Inorganic ion transport and metabolism"
"MG_K16937","KO_coverage","thiosulfate dehydrogenase (quinone) large subunit [EC:1.8.5.2]",NA
"MG_K16323","KO_coverage","purine nucleoside transport protein","Nucleotide transport and metabolism"
"MG_K01753","KO_coverage","D-serine dehydratase [EC:4.3.1.18]","Amino acid transport and metabolism"
"MG_K06904","KO_coverage","Escherichia/Staphylococcus phage prohead protease","Mobilome: prophages, transposons"
"MG_K01261","KO_coverage","glutamyl aminopeptidase [EC:3.4.11.7]","Amino acid transport and metabolism"
"MG_K03739","KO_coverage","membrane protein involved in D-alanine export","Cell wall/membrane/envelope biogenesis"
"MG_K06075","KO_coverage","MarR family transcriptional regulator, transcriptional regulator for hemolysin","Transcription"
"MG_K05340","KO_coverage","glucose uptake protein","Carbohydrate transport and metabolism"
"MG_K01710","KO_coverage","dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]","Cell wall/membrane/envelope biogenesis"
"MT_K02406","KO_Expression","flagellin","Cell motility"
"MG_K13052","KO_coverage","cell division protein DivIC","Cell cycle control, cell division, chromosome partitioning"
"MG_K03205","KO_coverage","type IV secretion system protein VirD4 [EC:7.4.2.8]","Intracellular trafficking, secretion, and vesicular transport"
"MG_K09004","KO_coverage","uncharacterized protein","Inorganic ion transport and metabolism"
"MG_K09825","KO_coverage","Fur family transcriptional regulator, peroxide stress response regulator","Inorganic ion transport and metabolism"
"MG_K05845","KO_coverage","osmoprotectant transport system substrate-binding protein","Amino acid transport and metabolism"
"MG_K19784","KO_coverage","chromate reductase, NAD(P)H dehydrogenase (quinone)","Energy production and conversion"
"MG_K07386","KO_coverage","putative endopeptidase [EC:3.4.24.-]","Posttranslational modification, protein turnover, chaperones"
"MG_K07284","KO_coverage","sortase A [EC:3.4.22.70]","Cell wall/membrane/envelope biogenesis"
"MG_K21908","KO_coverage","membrane protein HdeD",NA
"MT_K01190","KO_Expression","beta-galactosidase [EC:3.2.1.23]","Carbohydrate transport and metabolism"
"MT_K15461","KO_Expression","tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein [EC:2.1.1.61 1.5.-.-]","Amino acid transport and metabolism"
"MT_K01920","KO_Expression","glutathione synthase [EC:6.3.2.3]","Amino acid transport and metabolism"
"MT_K01449","KO_Expression","N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]","Cell cycle control, cell division, chromosome partitioning"
"MT_K02493","KO_Expression","release factor glutamine methyltransferase [EC:2.1.1.297]","Translation, ribosomal structure and biogenesis"
"MT_K10037","KO_Expression","glutamine transport system permease protein","Amino acid transport and metabolism"
"MT_K03424","KO_Expression","TatD DNase family protein [EC:3.1.21.-]","Cell motility"
"MT_K03588","KO_Expression","cell division protein FtsW","Cell cycle control, cell division, chromosome partitioning"
"MT_K09800","KO_Expression","translocation and assembly module TamB","Intracellular trafficking, secretion, and vesicular transport"
"MT_K03407","KO_Expression","two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]","Signal transduction mechanisms"
"MT_K03665","KO_Expression","GTPase","Translation, ribosomal structure and biogenesis"
"MT_K03327","KO_Expression","multidrug resistance protein, MATE family","Defense mechanisms"
"MT_K03820","KO_Expression","apolipoprotein N-acyltransferase [EC:2.3.1.269]","Cell wall/membrane/envelope biogenesis"
"MT_K10773","KO_Expression","endonuclease III [EC:3.2.2.- 4.2.99.18]","Replication, recombination and repair"
"MT_K01924","KO_Expression","UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]","Cell wall/membrane/envelope biogenesis"
"MT_K07316","KO_Expression","adenine-specific DNA-methyltransferase [EC:2.1.1.72]","Replication, recombination and repair"
"MT_K19411","KO_Expression","protein arginine kinase activator",NA
"MT_K02950","KO_Expression","small subunit ribosomal protein S12","Translation, ribosomal structure and biogenesis"
"MT_K03768","KO_Expression","peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]","Posttranslational modification, protein turnover, chaperones"
"MT_K02760","KO_Expression","cellobiose PTS system EIIB component [EC:2.7.1.196 2.7.1.205]","Carbohydrate transport and metabolism"
"MT_K02556","KO_Expression","chemotaxis protein MotA","Cell motility"
"MT_K02388","KO_Expression","flagellar basal-body rod protein FlgC","Cell motility"
"MT_K08303","KO_Expression","U32 family peptidase [EC:3.4.-.-]","Translation, ribosomal structure and biogenesis"
"MT_K01928","KO_Expression","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]","Cell wall/membrane/envelope biogenesis"
"MT_K01962","KO_Expression","acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]","Lipid transport and metabolism"
"MT_K00857","KO_Expression","thymidine kinase [EC:2.7.1.21]","Coenzyme transport and metabolism"
"MT_K03671","KO_Expression","thioredoxin 1","Posttranslational modification, protein turnover, chaperones"
"MT_K02405","KO_Expression","RNA polymerase sigma factor FliA","Transcription"
"MT_K06187","KO_Expression","recombination protein RecR","Replication, recombination and repair"
"MT_K00600","KO_Expression","glycine hydroxymethyltransferase [EC:2.1.2.1]","Amino acid transport and metabolism"
"MT_K02408","KO_Expression","flagellar hook-basal body complex protein FliE","Cell motility"
"MT_K02503","KO_Expression","histidine triad (HIT) family protein","Nucleotide transport and metabolism"
"MT_K02039","KO_Expression","phosphate transport system protein","Inorganic ion transport and metabolism"
"MT_K12574","KO_Expression","ribonuclease J [EC:3.1.-.-]","Translation, ribosomal structure and biogenesis"
"MT_K03569","KO_Expression","rod shape-determining protein MreB and related proteins","Cell cycle control, cell division, chromosome partitioning"
"MT_K03621","KO_Expression","phosphate acyltransferase [EC:2.3.1.274]","Lipid transport and metabolism"
"MT_K01854","KO_Expression","UDP-galactopyranose mutase [EC:5.4.99.9]","Coenzyme transport and metabolism"
"MT_K01887","KO_Expression","arginyl-tRNA synthetase [EC:6.1.1.19]","Translation, ribosomal structure and biogenesis"
"MT_K02887","KO_Expression","large subunit ribosomal protein L20","Translation, ribosomal structure and biogenesis"
"MT_K02066","KO_Expression","phospholipid/cholesterol/gamma-HCH transport system permease protein","Cell wall/membrane/envelope biogenesis"
"MT_K01304","KO_Expression","pyroglutamyl-peptidase [EC:3.4.19.3]","Posttranslational modification, protein turnover, chaperones"
"MT_K08309","KO_Expression","soluble lytic murein transglycosylase [EC:4.2.2.-]","Cell wall/membrane/envelope biogenesis"
"MT_K02065","KO_Expression","phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein","Cell wall/membrane/envelope biogenesis"
"MT_K02469","KO_Expression","DNA gyrase subunit A [EC:5.6.2.2]","Replication, recombination and repair"
"MT_K05592","KO_Expression","ATP-dependent RNA helicase DeaD [EC:3.6.4.13]","Replication, recombination and repair"
"MT_K01870","KO_Expression","isoleucyl-tRNA synthetase [EC:6.1.1.5]","Translation, ribosomal structure and biogenesis"
"MT_K06942","KO_Expression","ribosome-binding ATPase","Translation, ribosomal structure and biogenesis"
"MT_K01619","KO_Expression","deoxyribose-phosphate aldolase [EC:4.1.2.4]","Nucleotide transport and metabolism"
"MT_K02417","KO_Expression","flagellar motor switch protein FliN","Cell motility"
"MT_K02867","KO_Expression","large subunit ribosomal protein L11","Translation, ribosomal structure and biogenesis"
"MT_K09749","KO_Expression","uncharacterized protein","Cell motility"
"MT_K03701","KO_Expression","excinuclease ABC subunit A","Replication, recombination and repair"
"MT_K06959","KO_Expression","protein Tex","Transcription"
"MT_K01874","KO_Expression","methionyl-tRNA synthetase [EC:6.1.1.10]","Translation, ribosomal structure and biogenesis"
"MT_K03787","KO_Expression","5'/3'-nucleotidase [EC:3.1.3.5 3.1.3.6]","Replication, recombination and repair"
"MT_K07114","KO_Expression","Ca-activated chloride channel homolog","Coenzyme transport and metabolism"
"MT_K00645","KO_Expression","[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]","Lipid transport and metabolism"
"MT_K02416","KO_Expression","flagellar motor switch protein FliM","Cell motility"
"MT_K02913","KO_Expression","large subunit ribosomal protein L33","Translation, ribosomal structure and biogenesis"
"MT_K02412","KO_Expression","flagellum-specific ATP synthase [EC:7.4.2.8]","Cell motility"
"MT_K03564","KO_Expression","thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]","Posttranslational modification, protein turnover, chaperones"
"MT_K14155","KO_Expression","cysteine-S-conjugate beta-lyase [EC:4.4.1.13]","Amino acid transport and metabolism"
"MT_K12267","KO_Expression","peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11 1.8.4.12]","Posttranslational modification, protein turnover, chaperones"
"MT_K02400","KO_Expression","flagellar biosynthesis protein FlhA","Cell motility"
"MT_K01142","KO_Expression","exodeoxyribonuclease III [EC:3.1.11.2]","Replication, recombination and repair"
"MT_K03615","KO_Expression","H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C [EC:7.1.1.11 7.2.1.2]","Energy production and conversion"
"MT_K11065","KO_Expression","thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]","Posttranslational modification, protein turnover, chaperones"
"MT_K06412","KO_Expression","stage V sporulation protein G","Cell cycle control, cell division, chromosome partitioning"
"MT_K03616","KO_Expression","H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit B [EC:7.1.1.11 7.2.1.2]","Energy production and conversion"
"MT_K00761","KO_Expression","uracil phosphoribosyltransferase [EC:2.4.2.9]","Nucleotide transport and metabolism"
"MT_K00620","KO_Expression","glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]","Amino acid transport and metabolism"
"MT_K03465","KO_Expression","thymidylate synthase (FAD) [EC:2.1.1.148]","Nucleotide transport and metabolism"
"MT_K02117","KO_Expression","V/A-type H+/Na+-transporting ATPase subunit A [EC:7.1.2.2 7.2.2.1]","Energy production and conversion"
"MT_K02118","KO_Expression","V/A-type H+/Na+-transporting ATPase subunit B","Energy production and conversion"
"MT_K02120","KO_Expression","V/A-type H+/Na+-transporting ATPase subunit D","Energy production and conversion"
"MT_K13017","KO_Expression","UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase [EC:2.6.1.98]","Cell wall/membrane/envelope biogenesis"
"MT_K03529","KO_Expression","chromosome segregation protein","Cell cycle control, cell division, chromosome partitioning"
"MT_K09005","KO_Expression","uncharacterized protein","Function unknown"
"MT_K02433","KO_Expression","aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]","Translation, ribosomal structure and biogenesis"
"MT_K07442","KO_Expression","tRNA (adenine57-N1/adenine58-N1)-methyltransferase catalytic subunit [EC:2.1.1.219 2.1.1.220]","Translation, ribosomal structure and biogenesis"
"MT_K00091","KO_Expression","dihydroflavonol-4-reductase [EC:1.1.1.219]","Cell wall/membrane/envelope biogenesis"
"MT_K00721","KO_Expression","dolichol-phosphate mannosyltransferase [EC:2.4.1.83]","Cell wall/membrane/envelope biogenesis"
"MT_K11068","KO_Expression","hemolysin III","Intracellular trafficking, secretion, and vesicular transport"
"MT_K02358","KO_Expression","elongation factor Tu","Translation, ribosomal structure and biogenesis"
"MT_K02931","KO_Expression","large subunit ribosomal protein L5","Translation, ribosomal structure and biogenesis"
"MT_K01624","KO_Expression","fructose-bisphosphate aldolase, class II [EC:4.1.2.13]","Carbohydrate transport and metabolism"
"MT_K02355","KO_Expression","elongation factor G","Translation, ribosomal structure and biogenesis"
"MT_K02863","KO_Expression","large subunit ribosomal protein L1","Translation, ribosomal structure and biogenesis"
"MT_K02342","KO_Expression","DNA polymerase III subunit epsilon [EC:2.7.7.7]","Replication, recombination and repair"
"MT_K00926","KO_Expression","carbamate kinase [EC:2.7.2.2]","Amino acid transport and metabolism"
"MT_K02884","KO_Expression","large subunit ribosomal protein L19","Translation, ribosomal structure and biogenesis"
"MT_K03531","KO_Expression","cell division protein FtsZ","Cell cycle control, cell division, chromosome partitioning"
"MT_K02860","KO_Expression","16S rRNA processing protein RimM","Translation, ribosomal structure and biogenesis"
"MT_K01507","KO_Expression","inorganic pyrophosphatase [EC:3.6.1.1]","Energy production and conversion"
"MT_K06023","KO_Expression","HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-]","Signal transduction mechanisms"
